epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,1337.87,0.29773,0.31428,0.85129,0.99806,1,0.995,0.9697,0.24076,0.26223,0.79323,0.000236602,0.000236602,0.000236602
61,1361.72,0.25204,0.29733,0.80696,0.99742,1,0.995,0.97151,0.24957,0.28351,0.79156,0.000216391,0.000216391,0.000216391
62,1387.78,0.26115,0.29982,0.80554,0.99807,1,0.995,0.97902,0.21626,0.27346,0.78726,0.000196181,0.000196181,0.000196181
63,1401.9,0.26177,0.2931,0.81726,0.99835,1,0.995,0.97301,0.26361,0.26739,0.79453,0.000175971,0.000175971,0.000175971
64,1425,0.24088,0.27313,0.79255,0.99804,1,0.995,0.968,0.26562,0.26447,0.79633,0.000155761,0.000155761,0.000155761
65,1448.13,0.23945,0.26629,0.8065,0.99721,1,0.995,0.97303,0.22831,0.25057,0.79009,0.000135551,0.000135551,0.000135551
66,1471.59,0.24353,0.27469,0.80261,0.99698,1,0.995,0.97434,0.21848,0.25182,0.78767,0.000115341,0.000115341,0.000115341
67,1495.18,0.24235,0.27433,0.79929,0.99752,1,0.995,0.97229,0.23696,0.24968,0.7892,9.51306e-05,9.51306e-05,9.51306e-05
68,1518.69,0.24136,0.26615,0.80498,0.99774,1,0.995,0.9762,0.24231,0.25252,0.78958,7.49204e-05,7.49204e-05,7.49204e-05
69,1543.12,0.23629,0.26965,0.79934,0.99767,1,0.995,0.97619,0.23673,0.24825,0.78924,5.47103e-05,5.47103e-05,5.47103e-05
70,1567.9,0.21974,0.25455,0.81007,0.9976,1,0.995,0.97544,0.23907,0.24598,0.78986,3.45001e-05,3.45001e-05,3.45001e-05
